PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"34816322","Geodesic-based distance reveals nonlinear topological features in neural activity from mouse visual cortex","Beshkov K, Tiesinga P.","Biol Cybern. 2022 Feb;116(1):53-68. doi: 10.1007/s00422-021-00906-5. Epub 2021 Nov 23.","Beshkov K","Biol Cybern","2022","2021/11/24","","","10.1007/s00422-021-00906-5"
"32111872","Spatio-temporal dynamics of Plasmodium falciparum transmission within a spatial unit on the Colombian Pacific Coast","Knudson A, González-Casabianca F, Feged-Rivadeneira A, Pedreros MF, Aponte S, Olaya A, Castillo CF, Mancilla E, Piamba-Dorado A, Sanchez-Pedraza R, Salazar-Terreros MJ, Lucchi N, Udhayakumar V, Jacob C, Pance A, Carrasquilla M, Apráez G, Angel JA, Rayner JC, Corredor V.","Sci Rep. 2020 Feb 28;10(1):3756. doi: 10.1038/s41598-020-60676-1.","Knudson A","Sci Rep","2020","2020/03/01","PMC7048816","","10.1038/s41598-020-60676-1"
"39537617","Clique Homology is QMA1 -hard","Crichigno M, Kohler T.","Nat Commun. 2024 Nov 13;15(1):9846. doi: 10.1038/s41467-024-54118-z.","Crichigno M","Nat Commun","2024","2024/11/13","PMC11561080","","10.1038/s41467-024-54118-z"
"34722862","Improved approximate rips filtrations with shifted integer lattices and cubical complexes","Choudhary A, Kerber M, Raghvendra S.","J Appl Comput Topol. 2021;5(3):425-458. doi: 10.1007/s41468-021-00072-4. Epub 2021 May 15.","Choudhary A","J Appl Comput Topol","2021","2021/11/01","PMC8549989","","10.1007/s41468-021-00072-4"
"33684039","Optimization and Augmentation for Data Parallel Contour Trees","Carr HA, Rubel O, Weber GH, Ahrens JP.","IEEE Trans Vis Comput Graph. 2022 Oct;28(10):3471-3485. doi: 10.1109/TVCG.2021.3064385. Epub 2022 Sep 1.","Carr HA","IEEE Trans Vis Comput Graph","2022","2021/03/08","","","10.1109/TVCG.2021.3064385"
"39363876","The Value of Topological Radiomics Analysis in Predicting Malignant Risk of Pulmonary Ground-Glass Nodules: A Multi-Center Study","Wang M, Wei Y, Zhu M, Yu H, Guo C, Chen Z, Shi W, Ren J, Zhao W, Yang Z, Chen LA.","Technol Cancer Res Treat. 2024 Jan-Dec;23:15330338241287089. doi: 10.1177/15330338241287089.","Wang M","Technol Cancer Res Treat","2024","2024/10/04","PMC11452904","","10.1177/15330338241287089"
"32289953","Homological percolation and the Euler characteristic","Bobrowski O, Skraba P.","Phys Rev E. 2020 Mar;101(3-1):032304. doi: 10.1103/PhysRevE.101.032304.","Bobrowski O","Phys Rev E","2020","2020/04/16","","","10.1103/PhysRevE.101.032304"
"34023273","A Machine-Learning Framework to Identify Distinct Phenotypes of Aortic Stenosis Severity","Sengupta PP, Shrestha S, Kagiyama N, Hamirani Y, Kulkarni H, Yanamala N, Bing R, Chin CWL, Pawade TA, Messika-Zeitoun D, Tastet L, Shen M, Newby DE, Clavel MA, Pibarot P, Dweck MR; Artificial Intelligence for Aortic Stenosis at Risk International Consortium.","JACC Cardiovasc Imaging. 2021 Sep;14(9):1707-1720. doi: 10.1016/j.jcmg.2021.03.020. Epub 2021 May 19.","Sengupta PP","JACC Cardiovasc Imaging","2021","2021/05/23","PMC8434951","NIHMS1703991","10.1016/j.jcmg.2021.03.020"
"37376783","Low-frequency repetitive transcranial magnetic stimulation alters the individual functional dynamical landscape","Fan L, Li Y, Huang ZG, Zhang W, Wu X, Liu T, Wang J.","Cereb Cortex. 2023 Aug 8;33(16):9583-9598. doi: 10.1093/cercor/bhad228.","Fan L","Cereb Cortex","2023","2023/06/28","","","10.1093/cercor/bhad228"
"37253074","Tight basis cycle representatives for persistent homology of large biological data sets","Aggarwal M, Periwal V.","PLoS Comput Biol. 2023 May 30;19(5):e1010341. doi: 10.1371/journal.pcbi.1010341. eCollection 2023 May.","Aggarwal M","PLoS Comput Biol","2023","2023/05/30","PMC10275456","","10.1371/journal.pcbi.1010341"
"39548199","Persistence diagrams for exploring the shape variability of abdominal aortic aneurysms","Domanin DA, Pegoraro M, Trimarchi S, Domanin M, Secchi P.","Sci Rep. 2024 Nov 15;14(1):28132. doi: 10.1038/s41598-024-78301-w.","Domanin DA","Sci Rep","2024","2024/11/15","PMC11568180","","10.1038/s41598-024-78301-w"
"36230778","Spatial Transcriptomic Analysis Reveals Associations between Genes and Cellular Topology in Breast and Prostate Cancers","Alsaleh L, Li C, Couetil JL, Ye Z, Huang K, Zhang J, Chen C, Johnson TS.","Cancers (Basel). 2022 Oct 4;14(19):4856. doi: 10.3390/cancers14194856.","Alsaleh L","Cancers (Basel)","2022","2022/10/14","PMC9562681","","10.3390/cancers14194856"
"33273628","Topological image modification for object detection and topological image processing of skin lesions","Vandaele R, Nervo GA, Gevaert O.","Sci Rep. 2020 Dec 3;10(1):21061. doi: 10.1038/s41598-020-77933-y.","Vandaele R","Sci Rep","2020","2020/12/04","PMC7713118","","10.1038/s41598-020-77933-y"
"39470297","Optimizing the Prediction of Depression Remission: A Longitudinal Machine Learning Approach","Carr E, Rietschel M, Mors O, Henigsberg N, Aitchison KJ, Maier W, Uher R, Farmer A, McGuffin P, Iniesta R.","Am J Med Genet B Neuropsychiatr Genet. 2024 Oct 29:e33014. doi: 10.1002/ajmg.b.33014. Online ahead of print.","Carr E","Am J Med Genet B Neuropsychiatr Genet","2024","2024/10/29","","","10.1002/ajmg.b.33014"
"31014233","A network-based approach for identifying suitable biomarkers for oral immunotherapy of food allergy","van Bilsen JHM, Verschuren L, Wagenaar L, Vonk MM, van Esch BCAM, Knippels LMJ, Garssen J, Smit JJ, Pieters RHH, van den Broek TJ.","BMC Bioinformatics. 2019 Apr 23;20(1):206. doi: 10.1186/s12859-019-2802-9.","van Bilsen JHM","BMC Bioinformatics","2019","2019/04/25","PMC6480866","","10.1186/s12859-019-2802-9"
"33722645","Voevodsky's unfinished project: Filling the gap between pure and applied mathematics","Rodin A.","Biosystems. 2021 Jun;204:104391. doi: 10.1016/j.biosystems.2021.104391. Epub 2021 Mar 12.","Rodin A","Biosystems","2021","2021/03/16","","","10.1016/j.biosystems.2021.104391"
"39283839","Persistent homology reveals robustness loss in inhaled substance abuse rs-fMRI networks","Mijangos M, Pacheco L, Bravetti A, González-García N, Padilla P, Velasco-Segura R.","PLoS One. 2024 Sep 16;19(9):e0310165. doi: 10.1371/journal.pone.0310165. eCollection 2024.","Mijangos M","PLoS One","2024","2024/09/16","PMC11404802","","10.1371/journal.pone.0310165"
"28576103","Topological characterization and early detection of bifurcations and chaos in complex systems using persistent homology","Mittal K, Gupta S.","Chaos. 2017 May;27(5):051102. doi: 10.1063/1.4983840.","Mittal K","Chaos","2017","2017/06/04","","","10.1063/1.4983840"
"36396865","Algebraic topology-based machine learning using MRI predicts outcomes in primary sclerosing cholangitis","Singh Y, Jons WA, Eaton JE, Vesterhus M, Karlsen T, Bjoerk I, Abildgaard A, Jorgensen KK, Folseraas T, Little D, Gulamhusein AF, Petrovic K, Negard A, Conte GM, Sobek JD, Jagtap J, Venkatesh SK, Gores GJ, LaRusso NF, Lazaridis KN, Erickson BJ.","Eur Radiol Exp. 2022 Nov 18;6(1):58. doi: 10.1186/s41747-022-00312-x.","Singh Y","Eur Radiol Exp","2022","2022/11/17","PMC9672219","","10.1186/s41747-022-00312-x"
"27307600","Acridine Derivatives as Inhibitors of the IRE1α-XBP1 Pathway Are Cytotoxic to Human Multiple Myeloma","Jiang D, Tam AB, Alagappan M, Hay MP, Gupta A, Kozak MM, Solow-Cordero DE, Lum PY, Denko NC, Giaccia AJ, Le QT, Niwa M, Koong AC.","Mol Cancer Ther. 2016 Sep;15(9):2055-65. doi: 10.1158/1535-7163.MCT-15-1023. Epub 2016 Jun 15.","Jiang D","Mol Cancer Ther","2016","2016/06/17","PMC5010920","NIHMS796193","10.1158/1535-7163.MCT-15-1023"
"36398440","Topology and redescriptions detect multiple alternative biological pathways from clinical phenotypes","Karisani N, Platt DE, Basu S, Parida L.","Exp Biol Med (Maywood). 2022 Nov;247(22):2015-2024. doi: 10.1177/15353702221126671. Epub 2022 Nov 18.","Karisani N","Exp Biol Med (Maywood)","2022","2022/11/18","PMC9679317","","10.1177/15353702221126671"
"30753284","Two-Tier Mapper, an unbiased topology-based clustering method for enhanced global gene expression analysis","Jeitziner R, Carrière M, Rougemont J, Oudot S, Hess K, Brisken C.","Bioinformatics. 2019 Sep 15;35(18):3339-3347. doi: 10.1093/bioinformatics/btz052.","Jeitziner R","Bioinformatics","2019","2019/02/13","","","10.1093/bioinformatics/btz052"
"37719051","Computing Persistent Homology by Spanning Trees and Critical Simplices","Shi D, Chen Z, Ma C, Chen G.","Research (Wash D C). 2023 Sep 14;6:0230. doi: 10.34133/research.0230. eCollection 2023.","Shi D","Research (Wash D C)","2023","2023/09/18","PMC10501364","","10.34133/research.0230"
"39035037","Triadic percolation induces dynamical topological patterns in higher-order networks","Millán AP, Sun H, Torres JJ, Bianconi G.","PNAS Nexus. 2024 Jul 9;3(7):pgae270. doi: 10.1093/pnasnexus/pgae270. eCollection 2024 Jul.","Millán AP","PNAS Nexus","2024","2024/07/22","PMC11259606","","10.1093/pnasnexus/pgae270"
"30839828","Co-occurrence simplicial complexes in mathematics: identifying the holes of knowledge","Salnikov V, Cassese D, Lambiotte R, Jones NS.","Appl Netw Sci. 2018;3(1):37. doi: 10.1007/s41109-018-0074-3. Epub 2018 Aug 28.","Salnikov V","Appl Netw Sci","2018","2019/03/07","PMC6214324","","10.1007/s41109-018-0074-3"
"37027573","CCF-GNN: A Unified Model Aggregating Appearance, Microenvironment, and Topology for Pathology Image Classification","Wang H, Huang G, Zhao Z, Cheng L, Juncker-Jensen A, Nagy ML, Lu X, Zhang X, Chen DZ.","IEEE Trans Med Imaging. 2023 Nov;42(11):3179-3193. doi: 10.1109/TMI.2023.3249343. Epub 2023 Oct 27.","Wang H","IEEE Trans Med Imaging","2023","2023/04/07","","","10.1109/TMI.2023.3249343"
"34708196","Minimal Cycle Representatives in Persistent Homology Using Linear Programming: An Empirical Study With User's Guide","Li L, Thompson C, Henselman-Petrusek G, Giusti C, Ziegelmeier L.","Front Artif Intell. 2021 Oct 11;4:681117. doi: 10.3389/frai.2021.681117. eCollection 2021.","Li L","Front Artif Intell","2021","2021/10/28","PMC8544243","","10.3389/frai.2021.681117"
"31001933","Spectral and topological analyses of the cortical representation of the head position: Does hypnotizability matter?","Ibáñez-Marcelo E, Campioni L, Manzoni D, Santarcangelo EL, Petri G.","Brain Behav. 2019 Jun;9(6):e01277. doi: 10.1002/brb3.1277. Epub 2019 Apr 18.","Ibáñez-Marcelo E","Brain Behav","2019","2019/04/20","PMC6576149","","10.1002/brb3.1277"
"38913526","MOUNTAINEER: Topology-Driven Visual Analytics for Comparing Local Explanations","Solunke P, Guardieiro V, Rulff J, Xenopoulos P, Chan GY, Barr B, Nonato LG, Silva C.","IEEE Trans Vis Comput Graph. 2024 Jun 24;PP. doi: 10.1109/TVCG.2024.3418653. Online ahead of print.","Solunke P","IEEE Trans Vis Comput Graph","2024","2024/06/24","","","10.1109/TVCG.2024.3418653"
"38239487","Mild cognitive impairment prediction and cognitive score regression in the elderly using EEG topological data analysis and machine learning with awareness assessed in affective reminiscent paradigm","Rutkowski TM, Komendziński T, Otake-Matsuura M.","Front Aging Neurosci. 2024 Jan 4;15:1294139. doi: 10.3389/fnagi.2023.1294139. eCollection 2023.","Rutkowski TM","Front Aging Neurosci","2024","2024/01/19","PMC10794306","","10.3389/fnagi.2023.1294139"
"38800648","Topological Embedding of Human Brain Networks with Applications to Dynamics of Temporal Lobe Epilepsy","Chung MK, Che JB, Nair VA, Ramos CG, Mathis JR, Prabhakaran V, Meyerand E, Hermann BP, Binder JR, Struck AF.","ArXiv [Preprint]. 2024 May 13:arXiv:2405.07835v1.","Chung MK","ArXiv","2024","2024/05/27","PMC11118617","",""
"37198836","Unravelling quantum chaos using persistent homology","Cao H, Leykam D, Angelakis DG.","Phys Rev E. 2023 Apr;107(4-1):044204. doi: 10.1103/PhysRevE.107.044204.","Cao H","Phys Rev E","2023","2023/05/18","","","10.1103/PhysRevE.107.044204"
"37067099","Persistent homology-based functional connectivity and its association with cognitive ability: Life-span study","Ryu H, Habeck C, Stern Y, Lee S.","Hum Brain Mapp. 2023 Jun 15;44(9):3669-3683. doi: 10.1002/hbm.26304. Epub 2023 Apr 17.","Ryu H","Hum Brain Mapp","2023","2023/04/17","PMC10203816","","10.1002/hbm.26304"
"30102246","Particles in exhaled air (PExA): non-invasive phenotyping of small airways disease in adult asthma","Soares M, Mirgorodskaya E, Koca H, Viklund E, Richardson M, Gustafsson P, Olin AC, Siddiqui S.","J Breath Res. 2018 Sep 14;12(4):046012. doi: 10.1088/1752-7163/aad9d1.","Soares M","J Breath Res","2018","2018/08/14","","","10.1088/1752-7163/aad9d1"
"31526264","RESPONDING TO SENSORIMOTOR SUGGESTIONS: From Endothelial Nitric Oxide to the Functional Equivalence Between Imagery and Perception","Santarcangelo EL, Scattina E.","Int J Clin Exp Hypn. 2019 Oct-Dec;67(4):394-407. doi: 10.1080/00207144.2019.1649539.","Santarcangelo EL","Int J Clin Exp Hypn","2019","2019/09/19","","","10.1080/00207144.2019.1649539"
"27809817","A personality trait contributes to the occurrence of postoperative delirium: a prospective study","Shin JE, Kyeong S, Lee JS, Park JY, Lee WS, Kim JJ, Yang KH.","BMC Psychiatry. 2016 Nov 3;16(1):371. doi: 10.1186/s12888-016-1079-z.","Shin JE","BMC Psychiatry","2016","2016/11/05","PMC5094033","","10.1186/s12888-016-1079-z"
"36901630","Artificial Intelligence as a Decision-Making Tool in Forensic Dentistry: A Pilot Study with I3M","Bui R, Iozzino R, Richert R, Roy P, Boussel L, Tafrount C, Ducret M.","Int J Environ Res Public Health. 2023 Mar 6;20(5):4620. doi: 10.3390/ijerph20054620.","Bui R","Int J Environ Res Public Health","2023","2023/03/11","PMC10002153","","10.3390/ijerph20054620"
"39524153","Metric geometry of spaces of persistence diagrams","Che M, Galaz-García F, Guijarro L, Membrillo Solis IA.","J Appl Comput Topol. 2024;8(8):2197-2246. doi: 10.1007/s41468-024-00189-2. Epub 2024 Sep 3.","Che M","J Appl Comput Topol","2024","2024/11/11","PMC11541355","","10.1007/s41468-024-00189-2"
"34972316","Grading your models: Assessing dynamics learning of models using persistent homology","Tan E, Corrêa D, Stemler T, Small M.","Chaos. 2021 Dec;31(12):123109. doi: 10.1063/5.0073722.","Tan E","Chaos","2021","2022/01/01","","","10.1063/5.0073722"
"30135962","Revisiting Abnormalities in Brain Network Architecture Underlying Autism Using Topology-Inspired Statistical Inference","Palande S, Jose V, Zielinski B, Anderson J, Fletcher PT, Wang B.","Connectomics Neuroimaging (2017). 2017 Sep;10511:98-107. doi: 10.1007/978-3-319-67159-8_12. Epub 2017 Sep 2.","Palande S","Connectomics Neuroimaging (2017)","2017","2018/08/24","PMC6102122","NIHMS967639","10.1007/978-3-319-67159-8_12"
"36109768","Comparative study of left atrium epicardial fat tissue pattern using persistent homology approach","Deepa D, Singh Y, Mansoor W, Hu W, Paul R, Carlsson GE.","BMC Res Notes. 2022 Sep 15;15(1):299. doi: 10.1186/s13104-022-06173-2.","Deepa D","BMC Res Notes","2022","2022/09/15","PMC9479320","","10.1186/s13104-022-06173-2"
"38827100","Topology-based Clustering of Functional Brain Networks in an Alzheimer's Disease Cohort","Xu FH, Gao M, Chen J, Garai S, Duong-Tran DA, Zhao Y, Shen L.","AMIA Jt Summits Transl Sci Proc. 2024 May 31;2024:449-458. eCollection 2024.","Xu FH","AMIA Jt Summits Transl Sci Proc","2024","2024/06/03","PMC11141857","",""
"36577783","Distinct blood inflammatory biomarker clusters stratify host phenotypes during the middle phase of COVID-19","Blair PW, Brandsma J, Chenoweth J, Richard SA, Epsi NJ, Mehta R, Striegel D, Clemens EG, Alharthi S, Lindholm DA, Maves RC, Larson DT, Mende K, Colombo RE, Ganesan A, Lalani T, Colombo CJ, Malloy AA, Snow AL, Schully KL, Lanteri C, Simons MP, Dumler JS, Tribble D, Burgess T, Pollett S, Agan BK, Clark DV; EPICC COVID-19 Cohort Study Group.","Sci Rep. 2022 Dec 28;12(1):22471. doi: 10.1038/s41598-022-26965-7.","Blair PW","Sci Rep","2022","2022/12/28","PMC9795438","","10.1038/s41598-022-26965-7"
"30251058","Identify and monitor clinical variation using machine intelligence: a pilot in colorectal surgery","Maheshwari K, Cywinski J, Mathur P, Cummings KC 3rd, Avitsian R, Crone T, Liska D, Campion FX, Ruetzler K, Kurz A.","J Clin Monit Comput. 2019 Aug;33(4):725-731. doi: 10.1007/s10877-018-0200-x. Epub 2018 Sep 24.","Maheshwari K","J Clin Monit Comput","2019","2018/09/26","","","10.1007/s10877-018-0200-x"
"27600228","Identification of Copy Number Aberrations in Breast Cancer Subtypes Using Persistence Topology","Arsuaga J, Borrman T, Cavalcante R, Gonzalez G, Park C.","Microarrays (Basel). 2015 Aug 12;4(3):339-69. doi: 10.3390/microarrays4030339.","Arsuaga J","Microarrays (Basel)","2015","2016/09/08","PMC4996377","","10.3390/microarrays4030339"
"39471532","Topological analysis of the three-dimensional radiodensity distribution of fish otoliths: Point sampling effects on dimensionality reduction","Valerio J, Vasconcelos-Filho JE, Stosic B, de Oliveira WR, Santana FM, Antonino ACD, Duarte-Neto PJ.","Micron. 2024 Oct 23;188:103731. doi: 10.1016/j.micron.2024.103731. Online ahead of print.","Valerio J","Micron","2024","2024/10/29","","","10.1016/j.micron.2024.103731"
"37276567","Epileptic detection in single and multi-lead EEG signals using persistent homology based on bi-directional weighted visibility graphs","Yang X, Ren Y, Hong B, He A, Wang J, Wang Z.","Chaos. 2023 Jun 1;33(6):063122. doi: 10.1063/5.0140579.","Yang X","Chaos","2023","2023/06/05","","","10.1063/5.0140579"
"39455817","Local structure of Amorphous carbon investigated by X-ray total scattering and RMC modeling","Yoshimoto M, Ito K, Omote K.","Sci Rep. 2024 Oct 25;14(1):25298. doi: 10.1038/s41598-024-76796-x.","Yoshimoto M","Sci Rep","2024","2024/10/25","PMC11511976","","10.1038/s41598-024-76796-x"
"37603420","Accelerated Design of Ultra-High-Performance Aramid Copolymers via a High-Throughput Screening Approach","Yoo H, Muthoka RM, Zhang X, Lee Y.","ACS Appl Mater Interfaces. 2023 Aug 30;15(34):40877-40886. doi: 10.1021/acsami.3c06195. Epub 2023 Aug 21.","Yoo H","ACS Appl Mater Interfaces","2023","2023/08/21","","","10.1021/acsami.3c06195"
"32096290","Involvement of the epidermal growth factor receptor in IL-13-mediated corticosteroid-resistant airway inflammation","Davies ER, Perotin JM, Kelly JFC, Djukanovic R, Davies DE, Haitchi HM; U-BIOPRED Study Group.","Clin Exp Allergy. 2020 Jun;50(6):672-686. doi: 10.1111/cea.13591. Epub 2020 Mar 9.","Davies ER","Clin Exp Allergy","2020","2020/02/26","PMC7317751","","10.1111/cea.13591"
"31556120","Sputum microbiomic clustering in asthma and chronic obstructive pulmonary disease reveals a Haemophilus-predominant subgroup","Diver S, Richardson M, Haldar K, Ghebre MA, Ramsheh MY, Bafadhel M, Desai D, Cohen ES, Newbold P, Rapley L, Rugman P, Pavord ID, May RD, Barer M, Brightling CE.","Allergy. 2020 Apr;75(4):808-817. doi: 10.1111/all.14058. Epub 2019 Oct 21.","Diver S","Allergy","2020","2019/09/27","PMC7217013","","10.1111/all.14058"
"30830396","Lipid phenotyping of lung epithelial lining fluid in healthy human volunteers","Brandsma J, Goss VM, Yang X, Bakke PS, Caruso M, Chanez P, Dahlén SE, Fowler SJ, Horvath I, Krug N, Montuschi P, Sanak M, Sandström T, Shaw DE, Chung KF, Singer F, Fleming LJ, Sousa AR, Pandis I, Bansal AT, Sterk PJ, Djukanović R, Postle AD; U-BIOPRED Study Group.","Metabolomics. 2018 Sep 17;14(10):123. doi: 10.1007/s11306-018-1412-2.","Brandsma J","Metabolomics","2018","2019/03/05","PMC6153688","","10.1007/s11306-018-1412-2"
"35590622","Persistent homology of convection cycles in network flows","Le MQ, Taylor D.","Phys Rev E. 2022 Apr;105(4-1):044311. doi: 10.1103/PhysRevE.105.044311.","Le MQ","Phys Rev E","2022","2022/05/20","","","10.1103/PhysRevE.105.044311"
"32997718","Estimation and prediction of ellipsoidal molecular shapes in organic crystals based on ellipsoid packing","Ito D, Shirasawa R, Iino Y, Tomiya S, Tanaka G.","PLoS One. 2020 Sep 30;15(9):e0239933. doi: 10.1371/journal.pone.0239933. eCollection 2020.","Ito D","PLoS One","2020","2020/09/30","PMC7526905","","10.1371/journal.pone.0239933"
"37372190","Laplacian Spectra of Persistent Structures in Taiwan, Singapore, and US Stock Markets","Yen PT, Xia K, Cheong SA.","Entropy (Basel). 2023 May 25;25(6):846. doi: 10.3390/e25060846.","Yen PT","Entropy (Basel)","2023","2023/06/28","PMC10297551","","10.3390/e25060846"
"27925796","A Severe Asthma Disease Signature from Gene Expression Profiling of Peripheral Blood from U-BIOPRED Cohorts","Bigler J, Boedigheimer M, Schofield JPR, Skipp PJ, Corfield J, Rowe A, Sousa AR, Timour M, Twehues L, Hu X, Roberts G, Welcher AA, Yu W, Lefaudeux D, Meulder B, Auffray C, Chung KF, Adcock IM, Sterk PJ, Djukanović R; U-BIOPRED Study Group ‖.","Am J Respir Crit Care Med. 2017 May 15;195(10):1311-1320. doi: 10.1164/rccm.201604-0866OC.","Bigler J","Am J Respir Crit Care Med","2017","2016/12/08","","","10.1164/rccm.201604-0866OC"
"33444347","Automated identification of urban substructure for comparative analysis","Aras RL, Ouellette NT, Jain RK.","PLoS One. 2021 Jan 14;16(1):e0245067. doi: 10.1371/journal.pone.0245067. eCollection 2021.","Aras RL","PLoS One","2021","2021/01/14","PMC7808605","","10.1371/journal.pone.0245067"
"35133187","Stratification of the Gut Microbiota Composition Landscape across the Alzheimer's Disease Continuum in a Turkish Cohort","Yıldırım S, Nalbantoğlu ÖU, Bayraktar A, Ercan FB, Gündoğdu A, Velioğlu HA, Göl MF, Soylu AE, Koç F, Gülpınar EA, Kadak KS, Arıkan M, Mardinoğlu A, Koçak M, Köseoğlu E, Hanoğlu L.","mSystems. 2022 Feb 22;7(1):e0000422. doi: 10.1128/msystems.00004-22. Epub 2022 Feb 8.","Yıldırım S","mSystems","2022","2022/02/08","PMC8823292","","10.1128/msystems.00004-22"
"38689707","Persistent homology reveals strong phylogenetic signal in 3D protein structures","Bou Dagher L, Madern D, Malbos P, Brochier-Armanet C.","PNAS Nexus. 2024 Apr 17;3(4):pgae158. doi: 10.1093/pnasnexus/pgae158. eCollection 2024 Apr.","Bou Dagher L","PNAS Nexus","2024","2024/05/01","PMC11058471","","10.1093/pnasnexus/pgae158"
"37579071","Medium-Range Order Structure Controls Thermal Stability of Pores in Zeolitic Imidazolate Frameworks","Christensen R, Bokor Bleile Y, Sørensen SS, Biscio CAN, Fajstrup L, Smedskjaer MM.","J Phys Chem Lett. 2023 Aug 24;14(33):7469-7476. doi: 10.1021/acs.jpclett.3c00962. Epub 2023 Aug 14.","Christensen R","J Phys Chem Lett","2023","2023/08/14","","","10.1021/acs.jpclett.3c00962"
"32650090","Computer-aided classification of hepatocellular ballooning in liver biopsies from patients with NASH using persistent homology","Teramoto T, Shinohara T, Takiyama A.","Comput Methods Programs Biomed. 2020 Oct;195:105614. doi: 10.1016/j.cmpb.2020.105614. Epub 2020 Jun 29.","Teramoto T","Comput Methods Programs Biomed","2020","2020/07/11","","","10.1016/j.cmpb.2020.105614"
"35600228","Electrocardiogram-Based Machine Learning Emulator Model for Predicting Novel Echocardiography-Derived Phenogroups for Cardiac Risk-Stratification: A Prospective Multicenter Cohort Study","Patel HB, Yanamala N, Patel B, Raina S, Farjo PD, Sunkara S, Tokodi M, Kagiyama N, Casaclang-Verzosa G, Sengupta PP.","J Patient Cent Res Rev. 2022 Apr 18;9(2):98-107. doi: 10.17294/2330-0698.1893. eCollection 2022 Spring.","Patel HB","J Patient Cent Res Rev","2022","2022/05/23","PMC9022713","","10.17294/2330-0698.1893"
"36896420","A progression analysis of motor features in Parkinson's disease based on the mapper algorithm","Ma LY, Feng T, He C, Li M, Ren K, Tu J.","Front Aging Neurosci. 2023 Feb 21;15:1047017. doi: 10.3389/fnagi.2023.1047017. eCollection 2023.","Ma LY","Front Aging Neurosci","2023","2023/03/10","PMC9989279","","10.3389/fnagi.2023.1047017"
"19368437","Topological methods for exploring low-density states in biomolecular folding pathways","Yao Y, Sun J, Huang X, Bowman GR, Singh G, Lesnick M, Guibas LJ, Pande VS, Carlsson G.","J Chem Phys. 2009 Apr 14;130(14):144115. doi: 10.1063/1.3103496.","Yao Y","J Chem Phys","2009","2009/04/17","PMC2719471","","10.1063/1.3103496"
"37217594","A novel approach to topological network analysis for the identification of metrics and signatures in non-small cell lung cancer","Wu I, Wang X.","Sci Rep. 2023 May 22;13(1):8223. doi: 10.1038/s41598-023-35165-w.","Wu I","Sci Rep","2023","2023/05/22","PMC10202911","","10.1038/s41598-023-35165-w"
"35645602","A statistical approach to knot confinement via persistent homology","Celoria D, Mahler BI.","Proc Math Phys Eng Sci. 2022 May 25;478(2261):20210709. doi: 10.1098/rspa.2021.0709.","Celoria D","Proc Math Phys Eng Sci","2022","2022/06/01","PMC9116441","","10.1098/rspa.2021.0709"
"32195238","Interpreting Deep Learning Features for Myoelectric Control: A Comparison With Handcrafted Features","Côté-Allard U, Campbell E, Phinyomark A, Laviolette F, Gosselin B, Scheme E.","Front Bioeng Biotechnol. 2020 Mar 3;8:158. doi: 10.3389/fbioe.2020.00158. eCollection 2020.","Côté-Allard U","Front Bioeng Biotechnol","2020","2020/03/21","PMC7063031","","10.3389/fbioe.2020.00158"
"38005157","Persistent Homology Analysis of the Microstructure of Laser-Powder-Bed-Fused Al-12Si Alloy","Suzuki A, Sasa Y, Kobashi M, Kato M, Segawa M, Shimono Y, Nomoto S.","Materials (Basel). 2023 Nov 18;16(22):7228. doi: 10.3390/ma16227228.","Suzuki A","Materials (Basel)","2023","2023/11/25","PMC10673303","","10.3390/ma16227228"
"30475738","Improving Health Care Management Through Persistent Homology of Time-Varying Variability of Emergency Department Patient Flow","Dugast M, Bouleux G, Mory O, Marcon E.","IEEE J Biomed Health Inform. 2019 Sep;23(5):2174-2181. doi: 10.1109/JBHI.2018.2882748. Epub 2018 Nov 21.","Dugast M","IEEE J Biomed Health Inform","2019","2018/11/27","","","10.1109/JBHI.2018.2882748"
"30529449","Identification and prospective stability of electronic nose (eNose)-derived inflammatory phenotypes in patients with severe asthma","Brinkman P, Wagener AH, Hekking PP, Bansal AT, Maitland-van der Zee AH, Wang Y, Weda H, Knobel HH, Vink TJ, Rattray NJ, D'Amico A, Pennazza G, Santonico M, Lefaudeux D, De Meulder B, Auffray C, Bakke PS, Caruso M, Chanez P, Chung KF, Corfield J, Dahlén SE, Djukanovic R, Geiser T, Horvath I, Krug N, Musial J, Sun K, Riley JH, Shaw DE, Sandström T, Sousa AR, Montuschi P, Fowler SJ, Sterk PJ; U-BIOPRED Study Group.","J Allergy Clin Immunol. 2019 May;143(5):1811-1820.e7. doi: 10.1016/j.jaci.2018.10.058. Epub 2018 Dec 6.","Brinkman P","J Allergy Clin Immunol","2019","2018/12/12","","","10.1016/j.jaci.2018.10.058"
"39386606","Navigating Memorability Landscapes: Hyperbolic Geometry Reveals Hierarchical Structures in Object Concept Memory","Lee FM, Berman MG, Stier AJ, Bainbridge WA.","bioRxiv [Preprint]. 2024 Sep 24:2024.09.22.614329. doi: 10.1101/2024.09.22.614329.","Lee FM","bioRxiv","2024","2024/10/10","PMC11463604","","10.1101/2024.09.22.614329"
